trace_id,event_start_date,entity_type,entity_id,event_type,notice_days,duration_days,scenario_id
124,2024-02-03,account,18,unavailable,1,1,actual
125,2024-02-18,account,18,unavailable,1,2,actual
126,2024-03-06,account,18,unavailable,1,1,actual
127,2024-03-22,account,18,unavailable,1,2,actual
128,2024-04-10,account,18,unavailable,1,1,actual
129,2024-01-20,account,19,unavailable,1,1,actual
130,2024-02-17,account,19,unavailable,1,7,actual
131,2024-02-28,account,19,unavailable,1,1,actual
132,2024-03-18,account,19,unavailable,1,2,actual
133,2024-04-23,account,19,unavailable,1,3,actual
134,2024-01-13,account,20,unavailable,1,5,actual
135,2024-02-09,account,20,unavailable,1,1,actual
136,2024-03-02,account,20,unavailable,1,1,actual
137,2024-03-23,account,20,unavailable,1,3,actual
138,2024-03-27,account,20,unavailable,1,1,actual
139,2024-03-30,account,20,unavailable,1,2,actual
140,2024-04-05,account,20,unavailable,1,1,actual
141,2024-04-07,account,20,unavailable,1,1,actual
142,2024-04-10,account,20,unavailable,1,4,actual
143,2024-04-21,account,20,unavailable,1,1,actual
144,2024-01-21,account,21,unavailable,1,4,actual
145,2024-03-05,account,21,unavailable,1,2,actual
146,2024-04-16,account,21,unavailable,1,2,actual
147,2024-04-22,account,21,unavailable,1,2,actual
148,2024-01-10,account,22,unavailable,1,2,actual
149,2024-01-26,account,22,unavailable,1,1,actual
150,2024-02-16,account,22,unavailable,1,3,actual
151,2024-03-30,account,22,unavailable,1,1,actual
152,2024-04-06,account,22,unavailable,1,2,actual
153,2024-04-24,account,22,unavailable,1,1,actual
154,2024-04-27,account,22,unavailable,1,3,actual
155,2024-02-10,account,23,unavailable,1,1,actual
156,2024-03-08,account,23,unavailable,1,1,actual
157,2024-03-11,account,23,unavailable,1,5,actual
158,2024-03-26,account,23,unavailable,1,2,actual
159,2024-01-04,account,24,unavailable,1,1,actual
160,2024-01-11,account,24,unavailable,1,6,actual
161,2024-02-01,account,24,unavailable,1,2,actual
162,2024-03-06,account,24,unavailable,1,2,actual
163,2024-03-15,account,24,unavailable,1,4,actual
164,2024-04-15,account,24,unavailable,1,1,actual
165,2024-04-17,account,24,unavailable,1,3,actual
166,2024-04-26,account,24,unavailable,1,2,actual
167,2024-01-08,account,25,unavailable,1,1,actual
168,2024-01-31,account,25,unavailable,1,2,actual
169,2024-02-12,account,25,unavailable,1,1,actual
170,2024-02-14,account,25,unavailable,1,2,actual
171,2024-04-21,account,25,unavailable,1,1,actual
172,2024-04-25,account,25,unavailable,1,4,actual
173,2024-01-10,account,26,unavailable,1,1,actual
174,2024-03-06,account,26,unavailable,1,2,actual
175,2024-04-06,account,26,unavailable,1,6,actual
176,2024-01-01,account,27,unavailable,1,2,actual
177,2024-02-15,account,27,unavailable,1,5,actual
178,2024-03-07,account,27,unavailable,1,1,actual
179,2024-03-14,account,27,unavailable,1,4,actual
180,2024-03-24,account,27,unavailable,1,1,actual
181,2024-04-03,account,27,unavailable,1,1,actual
182,2024-04-25,account,27,unavailable,1,2,actual
183,2024-01-21,account,28,unavailable,1,2,actual
184,2024-01-30,account,28,unavailable,1,5,actual
185,2024-02-14,account,28,unavailable,1,1,actual
186,2024-02-17,account,28,unavailable,1,1,actual
187,2024-02-23,account,28,unavailable,1,2,actual
188,2024-02-27,account,28,unavailable,1,1,actual
189,2024-03-09,account,28,unavailable,1,1,actual
190,2024-03-13,account,28,unavailable,1,1,actual
191,2024-03-25,account,28,unavailable,1,1,actual
192,2024-04-07,account,28,unavailable,1,4,actual
193,2024-01-01,account,29,unavailable,1,1,actual
194,2024-01-15,account,29,unavailable,1,2,actual
195,2024-02-07,account,29,unavailable,1,2,actual
196,2024-02-24,account,29,unavailable,1,1,actual
197,2024-04-01,account,29,unavailable,1,1,actual
198,2024-04-06,account,29,unavailable,1,2,actual
199,2024-04-29,account,29,unavailable,1,1,actual
200,2024-02-14,account,30,unavailable,1,2,actual
201,2024-02-20,account,30,unavailable,1,4,actual
202,2024-03-06,account,30,unavailable,1,2,actual
203,2024-03-22,account,30,unavailable,1,2,actual
204,2024-04-14,account,30,unavailable,1,1,actual
205,2024-04-18,account,30,unavailable,1,5,actual
206,2024-01-14,account,31,unavailable,1,2,actual
207,2024-01-20,account,31,unavailable,1,3,actual
208,2024-02-19,account,31,unavailable,1,1,actual
209,2024-02-21,account,31,unavailable,1,2,actual
210,2024-03-02,account,31,unavailable,1,2,actual
211,2024-04-02,account,31,unavailable,1,1,actual
212,2024-04-05,account,31,unavailable,1,1,actual
213,2024-02-17,account,32,unavailable,1,3,actual
214,2024-03-18,account,32,unavailable,1,1,actual
215,2024-03-20,account,32,unavailable,1,2,actual
216,2024-04-05,account,32,unavailable,1,2,actual
217,2024-04-26,account,32,unavailable,1,2,actual
218,2024-02-02,account,33,unavailable,1,1,actual
219,2024-02-18,account,33,unavailable,1,2,actual
220,2024-03-04,account,33,unavailable,1,1,actual
221,2024-03-13,account,33,unavailable,1,1,actual
222,2024-03-24,account,33,unavailable,1,2,actual
223,2024-03-29,account,33,unavailable,1,4,actual
224,2024-01-17,account,34,unavailable,1,1,actual
225,2024-01-29,account,34,unavailable,1,2,actual
226,2024-03-02,account,34,unavailable,1,1,actual
227,2024-03-25,account,34,unavailable,1,8,actual
228,2024-01-06,account,35,unavailable,1,4,actual
229,2024-01-14,account,35,unavailable,1,1,actual
230,2024-01-18,account,35,unavailable,1,1,actual
231,2024-03-21,account,35,unavailable,1,3,actual
232,2024-04-03,account,35,unavailable,1,1,actual
233,2024-04-24,account,35,unavailable,1,2,actual
234,2024-01-03,account,36,unavailable,1,6,actual
235,2024-03-20,account,36,unavailable,1,2,actual
236,2024-04-07,account,36,unavailable,1,2,actual
237,2024-04-20,account,36,unavailable,1,2,actual
238,2024-04-23,account,36,unavailable,1,3,actual
239,2024-01-07,account,37,unavailable,1,2,actual
240,2024-03-30,account,37,unavailable,1,1,actual
241,2024-01-19,account,38,unavailable,1,1,actual
242,2024-01-27,account,38,unavailable,1,1,actual
243,2024-03-18,account,38,unavailable,1,1,actual
244,2024-03-24,account,38,unavailable,1,3,actual
245,2024-01-04,account,39,unavailable,1,2,actual
246,2024-01-11,account,39,unavailable,1,2,actual
247,2024-01-30,account,39,unavailable,1,1,actual
248,2024-02-17,account,39,unavailable,1,1,actual
249,2024-02-22,account,39,unavailable,1,1,actual
250,2024-01-30,account,40,unavailable,1,2,actual
251,2024-03-02,account,40,unavailable,1,1,actual
252,2024-03-09,account,40,unavailable,1,1,actual
253,2024-03-12,account,40,unavailable,1,2,actual
254,2024-04-05,account,40,unavailable,1,2,actual
255,2024-04-16,account,40,unavailable,1,2,actual
256,2024-04-19,account,40,unavailable,1,1,actual
257,2024-01-05,account,41,unavailable,1,1,actual
258,2024-01-27,account,41,unavailable,1,1,actual
259,2024-01-29,account,41,unavailable,1,1,actual
260,2024-02-02,account,41,unavailable,1,3,actual
261,2024-02-09,account,41,unavailable,1,2,actual
262,2024-02-18,account,41,unavailable,1,1,actual
263,2024-02-24,account,41,unavailable,1,1,actual
264,2024-03-03,account,41,unavailable,1,1,actual
265,2024-03-09,account,41,unavailable,1,1,actual
266,2024-03-26,account,41,unavailable,1,2,actual
267,2024-04-16,account,41,unavailable,1,1,actual
268,2024-04-25,account,41,unavailable,1,1,actual
269,2024-01-08,account,42,unavailable,1,5,actual
270,2024-01-21,account,42,unavailable,1,1,actual
271,2024-02-27,account,42,unavailable,1,2,actual
272,2024-04-02,account,42,unavailable,1,1,actual
273,2024-04-13,account,42,unavailable,1,5,actual
274,2024-04-19,account,42,unavailable,1,1,actual
275,2024-04-27,account,42,unavailable,1,1,actual
276,2024-01-03,account,43,unavailable,1,2,actual
277,2024-02-14,account,43,unavailable,1,1,actual
278,2024-03-04,account,43,unavailable,1,1,actual
279,2024-03-15,account,43,unavailable,1,2,actual
280,2024-04-03,account,43,unavailable,1,4,actual
281,2024-01-23,account,44,unavailable,1,1,actual
282,2024-01-27,account,44,unavailable,1,4,actual
283,2024-02-03,account,44,unavailable,1,2,actual
284,2024-02-14,account,44,unavailable,1,3,actual
285,2024-03-05,account,44,unavailable,1,4,actual
286,2024-04-07,account,44,unavailable,1,1,actual
287,2024-04-19,account,44,unavailable,1,1,actual
288,2024-01-01,account,45,unavailable,1,1,actual
289,2024-01-25,account,45,unavailable,1,1,actual
290,2024-01-31,account,45,unavailable,1,3,actual
291,2024-02-08,account,45,unavailable,1,1,actual
292,2024-02-16,account,45,unavailable,1,4,actual
293,2024-03-20,account,45,unavailable,1,3,actual
294,2024-04-28,account,45,unavailable,1,2,actual
295,2024-01-02,account,46,unavailable,1,1,actual
296,2024-01-18,account,46,unavailable,1,2,actual
297,2024-02-04,account,46,unavailable,1,1,actual
298,2024-02-23,account,46,unavailable,1,2,actual
299,2024-03-01,account,46,unavailable,1,1,actual
300,2024-03-04,account,46,unavailable,1,4,actual
301,2024-04-22,account,46,unavailable,1,1,actual
302,2024-04-29,account,46,unavailable,1,1,actual
303,2024-02-13,account,47,unavailable,1,2,actual
304,2024-03-10,account,47,unavailable,1,3,actual
305,2024-03-16,account,47,unavailable,1,3,actual
306,2024-03-30,account,47,unavailable,1,2,actual
307,2024-04-29,account,47,unavailable,1,1,actual
308,2024-01-15,account,48,unavailable,1,1,actual
309,2024-02-19,account,48,unavailable,1,3,actual
310,2024-02-25,account,48,unavailable,1,3,actual
311,2024-03-15,account,48,unavailable,1,2,actual
312,2024-03-21,account,48,unavailable,1,1,actual
313,2024-03-27,account,48,unavailable,1,5,actual
314,2024-04-19,account,48,unavailable,1,1,actual
315,2024-01-01,account,49,unavailable,1,2,actual
316,2024-01-28,account,49,unavailable,1,1,actual
317,2024-02-20,account,49,unavailable,1,1,actual
318,2024-02-24,account,49,unavailable,1,3,actual
319,2024-03-11,account,49,unavailable,1,1,actual
320,2024-03-30,account,49,unavailable,1,3,actual
321,2024-01-03,account,50,unavailable,1,1,actual
322,2024-01-06,account,50,unavailable,1,1,actual
323,2024-01-29,account,50,unavailable,1,1,actual
324,2024-02-04,account,50,unavailable,1,2,actual
325,2024-02-12,account,50,unavailable,1,1,actual
326,2024-04-04,account,50,unavailable,1,1,actual
327,2024-01-09,account,51,unavailable,1,1,actual
328,2024-01-15,account,51,unavailable,1,1,actual
329,2024-01-19,account,51,unavailable,1,1,actual
330,2024-02-06,account,51,unavailable,1,1,actual
331,2024-02-17,account,51,unavailable,1,1,actual
332,2024-03-08,account,51,unavailable,1,1,actual
333,2024-03-21,account,51,unavailable,1,2,actual
334,2024-04-02,account,51,unavailable,1,2,actual
335,2024-04-06,account,51,unavailable,1,1,actual
336,2024-04-10,account,51,unavailable,1,1,actual
337,2024-02-26,account,52,unavailable,1,1,actual
338,2024-03-04,account,52,unavailable,1,1,actual
339,2024-03-21,account,52,unavailable,1,1,actual
340,2024-04-09,account,52,unavailable,1,2,actual
341,2024-01-01,account,53,unavailable,1,1,actual
342,2024-01-14,account,53,unavailable,1,3,actual
343,2024-01-21,account,53,unavailable,1,3,actual
344,2024-01-30,account,53,unavailable,1,2,actual
345,2024-02-21,account,53,unavailable,1,2,actual
346,2024-03-16,account,53,unavailable,1,1,actual
347,2024-03-21,account,53,unavailable,1,1,actual
348,2024-03-29,account,53,unavailable,1,2,actual
349,2024-04-18,account,53,unavailable,1,3,actual
350,2024-04-22,account,53,unavailable,1,3,actual
351,2024-01-01,account,54,unavailable,1,1,actual
352,2024-01-05,account,54,unavailable,1,1,actual
353,2024-01-24,account,54,unavailable,1,1,actual
354,2024-01-31,account,54,unavailable,1,1,actual
355,2024-02-26,account,54,unavailable,1,10,actual
356,2024-03-18,account,54,unavailable,1,5,actual
357,2024-04-19,account,54,unavailable,1,1,actual
358,2024-01-09,account,55,unavailable,1,1,actual
359,2024-01-22,account,55,unavailable,1,2,actual
360,2024-02-04,account,55,unavailable,1,3,actual
361,2024-02-28,account,55,unavailable,1,3,actual
362,2024-03-09,account,55,unavailable,1,1,actual
363,2024-04-04,account,55,unavailable,1,1,actual
364,2024-04-17,account,55,unavailable,1,1,actual
365,2024-04-25,account,55,unavailable,1,1,actual
366,2024-01-02,account,56,unavailable,1,1,actual
367,2024-01-18,account,56,unavailable,1,1,actual
368,2024-01-27,account,56,unavailable,1,1,actual
369,2024-02-27,account,56,unavailable,1,2,actual
370,2024-03-23,account,56,unavailable,1,2,actual
371,2024-03-28,account,56,unavailable,1,1,actual
372,2024-04-10,account,56,unavailable,1,2,actual
373,2024-01-09,account,57,unavailable,1,1,actual
374,2024-01-14,account,57,unavailable,1,1,actual
375,2024-02-01,account,57,unavailable,1,2,actual
376,2024-02-13,account,57,unavailable,1,5,actual
377,2024-03-24,account,57,unavailable,1,1,actual
378,2024-04-11,account,57,unavailable,1,3,actual
379,2024-01-01,account,58,unavailable,1,1,actual
380,2024-03-15,account,58,unavailable,1,5,actual
381,2024-04-17,account,58,unavailable,1,1,actual
382,2024-04-22,account,58,unavailable,1,1,actual
383,2024-01-12,account,59,unavailable,1,1,actual
384,2024-01-24,account,59,unavailable,1,1,actual
385,2024-02-11,account,59,unavailable,1,2,actual
386,2024-01-25,account,60,unavailable,1,1,actual
387,2024-02-06,account,60,unavailable,1,1,actual
388,2024-02-10,account,60,unavailable,1,3,actual
389,2024-02-27,account,60,unavailable,1,1,actual
390,2024-03-22,account,60,unavailable,1,1,actual
391,2024-03-29,account,60,unavailable,1,2,actual
392,2024-04-07,account,60,unavailable,1,2,actual
393,2024-04-14,account,60,unavailable,1,1,actual
394,2024-01-06,account,61,unavailable,1,1,actual
395,2024-01-19,account,61,unavailable,1,2,actual
396,2024-02-21,account,61,unavailable,1,1,actual
397,2024-02-23,account,61,unavailable,1,1,actual
398,2024-04-17,account,61,unavailable,1,2,actual
399,2024-02-07,account,62,unavailable,1,9,actual
400,2024-03-16,account,62,unavailable,1,2,actual
401,2024-03-21,account,62,unavailable,1,5,actual
402,2024-01-12,account,63,unavailable,1,4,actual
403,2024-01-22,account,63,unavailable,1,3,actual
404,2024-02-05,account,63,unavailable,1,3,actual
405,2024-02-15,account,63,unavailable,1,1,actual
406,2024-03-12,account,63,unavailable,1,3,actual
407,2024-04-06,account,63,unavailable,1,1,actual
408,2024-04-23,account,63,unavailable,1,2,actual
409,2024-01-29,account,64,unavailable,1,4,actual
410,2024-02-03,account,64,unavailable,1,5,actual
411,2024-02-10,account,64,unavailable,1,2,actual
412,2024-04-13,account,64,unavailable,1,1,actual
413,2024-04-26,account,64,unavailable,1,1,actual
414,2024-02-15,account,65,unavailable,1,1,actual
415,2024-02-20,account,65,unavailable,1,1,actual
416,2024-03-06,account,65,unavailable,1,1,actual
417,2024-01-04,account,66,unavailable,1,5,actual
418,2024-02-22,account,66,unavailable,1,1,actual
419,2024-02-28,account,66,unavailable,1,2,actual
420,2024-03-12,account,66,unavailable,1,2,actual
421,2024-03-26,account,66,unavailable,1,1,actual
422,2024-04-08,account,66,unavailable,1,4,actual
423,2024-02-05,account,67,unavailable,1,1,actual
424,2024-03-04,account,67,unavailable,1,1,actual
425,2024-03-18,account,67,unavailable,1,1,actual
426,2024-03-21,account,67,unavailable,1,3,actual
427,2024-03-28,account,67,unavailable,1,3,actual
428,2024-04-12,account,67,unavailable,1,2,actual
429,2024-04-15,account,67,unavailable,1,2,actual
430,2024-04-19,account,67,unavailable,1,2,actual
431,2024-02-09,account,68,unavailable,1,2,actual
432,2024-03-01,account,68,unavailable,1,2,actual
433,2024-03-04,account,68,unavailable,1,5,actual
434,2024-03-12,account,68,unavailable,1,3,actual
435,2024-03-30,account,68,unavailable,1,3,actual
436,2024-04-18,account,68,unavailable,1,2,actual
437,2024-01-05,account,69,unavailable,1,1,actual
438,2024-01-23,account,69,unavailable,1,2,actual
439,2024-02-19,account,69,unavailable,1,2,actual
440,2024-03-22,account,69,unavailable,1,3,actual
441,2024-04-03,account,69,unavailable,1,1,actual
442,2024-04-22,account,69,unavailable,1,1,actual
443,2024-01-06,account,70,unavailable,1,5,actual
444,2024-01-14,account,70,unavailable,1,2,actual
445,2024-01-19,account,70,unavailable,1,1,actual
446,2024-02-06,account,70,unavailable,1,2,actual
447,2024-03-06,account,70,unavailable,1,1,actual
448,2024-03-14,account,70,unavailable,1,1,actual
449,2024-04-01,account,70,unavailable,1,3,actual
450,2024-04-10,account,70,unavailable,1,3,actual
451,2024-04-27,account,70,unavailable,1,1,actual
452,2024-01-02,account,71,unavailable,1,5,actual
453,2024-01-13,account,71,unavailable,1,1,actual
454,2024-01-26,account,71,unavailable,1,2,actual
455,2024-02-02,account,71,unavailable,1,1,actual
456,2024-02-13,account,71,unavailable,1,2,actual
457,2024-02-28,account,71,unavailable,1,1,actual
458,2024-04-03,account,71,unavailable,1,1,actual
459,2024-01-22,account,72,unavailable,1,2,actual
460,2024-02-09,account,72,unavailable,1,1,actual
461,2024-03-24,account,72,unavailable,1,1,actual
462,2024-04-02,account,72,unavailable,1,1,actual
463,2024-01-02,account,73,unavailable,1,2,actual
464,2024-01-26,account,73,unavailable,1,3,actual
465,2024-02-02,account,73,unavailable,1,1,actual
466,2024-02-08,account,73,unavailable,1,2,actual
467,2024-02-15,account,73,unavailable,1,3,actual
468,2024-02-22,account,73,unavailable,1,1,actual
469,2024-02-26,account,73,unavailable,1,1,actual
470,2024-03-19,account,73,unavailable,1,1,actual
471,2024-04-12,account,73,unavailable,1,1,actual
472,2024-04-27,account,73,unavailable,1,1,actual
473,2024-01-07,account,74,unavailable,1,1,actual
474,2024-01-18,account,74,unavailable,1,1,actual
475,2024-01-29,account,74,unavailable,1,1,actual
476,2024-02-07,account,74,unavailable,1,1,actual
477,2024-03-09,account,74,unavailable,1,1,actual
478,2024-03-30,account,74,unavailable,1,7,actual
479,2024-04-23,account,74,unavailable,1,2,actual
480,2024-01-09,account,75,unavailable,1,3,actual
481,2024-01-16,account,75,unavailable,1,1,actual
482,2024-02-13,account,75,unavailable,1,1,actual
483,2024-02-15,account,75,unavailable,1,3,actual
484,2024-02-19,account,75,unavailable,1,1,actual
485,2024-02-28,account,75,unavailable,1,1,actual
486,2024-03-10,account,75,unavailable,1,1,actual
487,2024-03-14,account,75,unavailable,1,1,actual
488,2024-04-09,account,75,unavailable,1,1,actual
489,2024-01-12,account,76,unavailable,1,1,actual
490,2024-01-29,account,76,unavailable,1,2,actual
491,2024-03-12,account,76,unavailable,1,4,actual
492,2024-03-25,account,76,unavailable,1,2,actual
493,2024-01-02,account,77,unavailable,1,2,actual
494,2024-01-19,account,77,unavailable,1,1,actual
495,2024-01-30,account,77,unavailable,1,1,actual
496,2024-03-19,account,77,unavailable,1,1,actual
497,2024-03-21,account,77,unavailable,1,4,actual
498,2024-04-12,account,77,unavailable,1,4,actual
499,2024-01-02,account,78,unavailable,1,8,actual
500,2024-01-22,account,78,unavailable,1,3,actual
501,2024-01-28,account,78,unavailable,1,1,actual
502,2024-02-06,account,78,unavailable,1,3,actual
503,2024-03-05,account,78,unavailable,1,1,actual
504,2024-03-18,account,78,unavailable,1,1,actual
505,2024-03-28,account,78,unavailable,1,1,actual
506,2024-04-04,account,78,unavailable,1,1,actual
507,2024-02-03,account,79,unavailable,1,1,actual
508,2024-02-17,account,79,unavailable,1,5,actual
509,2024-02-27,account,79,unavailable,1,1,actual
510,2024-03-23,account,79,unavailable,1,3,actual
511,2024-03-29,account,79,unavailable,1,1,actual
512,2024-01-20,account,80,unavailable,1,3,actual
513,2024-02-02,account,80,unavailable,1,2,actual
514,2024-04-02,account,80,unavailable,1,1,actual
515,2024-04-15,account,80,unavailable,1,1,actual
516,2024-01-26,account,81,unavailable,1,1,actual
517,2024-01-28,account,81,unavailable,1,1,actual
518,2024-02-09,account,81,unavailable,1,5,actual
519,2024-04-18,account,81,unavailable,1,1,actual
520,2024-01-14,account,82,unavailable,1,8,actual
521,2024-03-20,account,82,unavailable,1,1,actual
522,2024-01-25,account,83,unavailable,1,3,actual
523,2024-02-03,account,84,unavailable,1,2,actual
524,2024-02-16,account,84,unavailable,1,1,actual
525,2024-03-08,account,84,unavailable,1,2,actual
526,2024-03-13,account,84,unavailable,1,1,actual
527,2024-03-23,account,84,unavailable,1,1,actual
528,2024-03-31,account,84,unavailable,1,2,actual
529,2024-04-25,account,84,unavailable,1,1,actual
530,2024-01-07,account,85,unavailable,1,2,actual
531,2024-01-16,account,85,unavailable,1,2,actual
532,2024-01-30,account,85,unavailable,1,3,actual
533,2024-02-14,account,85,unavailable,1,2,actual
534,2024-04-25,account,85,unavailable,1,1,actual
535,2024-01-03,account,86,unavailable,1,1,actual
536,2024-01-12,account,86,unavailable,1,1,actual
537,2024-01-16,account,86,unavailable,1,2,actual
538,2024-02-11,account,86,unavailable,1,2,actual
539,2024-04-04,account,86,unavailable,1,3,actual
540,2024-01-14,account,87,unavailable,1,1,actual
541,2024-02-07,account,87,unavailable,1,1,actual
542,2024-03-16,account,87,unavailable,1,2,actual
543,2024-03-22,account,87,unavailable,1,3,actual
544,2024-04-25,account,87,unavailable,1,4,actual
545,2024-01-29,account,88,unavailable,1,2,actual
546,2024-02-02,account,88,unavailable,1,3,actual
547,2024-03-14,account,88,unavailable,1,2,actual
548,2024-01-09,account,89,unavailable,1,1,actual
549,2024-02-02,account,89,unavailable,1,2,actual
550,2024-02-05,account,89,unavailable,1,1,actual
551,2024-02-16,account,89,unavailable,1,1,actual
552,2024-04-16,account,89,unavailable,1,2,actual
553,2024-01-18,account,90,unavailable,1,9,actual
554,2024-01-28,account,90,unavailable,1,1,actual
555,2024-02-03,account,90,unavailable,1,6,actual
