rep_id,account_id,assignment_start_date,assignment_end_date
0,926,2024-01-01,
0,927,2024-01-01,
0,929,2024-01-01,
0,934,2024-01-01,
0,937,2024-01-01,
0,941,2024-01-01,
0,948,2024-01-01,
0,949,2024-01-01,
0,950,2024-01-01,
0,951,2024-01-01,
0,956,2024-01-01,
0,957,2024-01-01,
0,964,2024-01-01,
0,970,2024-01-01,
0,971,2024-01-01,
0,977,2024-01-01,
0,982,2024-01-01,
0,984,2024-01-01,
0,988,2024-01-01,
0,990,2024-01-01,
0,992,2024-01-01,
0,994,2024-01-01,
0,996,2024-01-01,
0,997,2024-01-01,
0,1001,2024-01-01,
0,1003,2024-01-01,
0,1008,2024-01-01,
0,1009,2024-01-01,
0,1010,2024-01-01,
0,1015,2024-01-01,
0,1016,2024-01-01,
0,1017,2024-01-01,
0,1019,2024-01-01,
0,1026,2024-01-01,
0,1031,2024-01-01,
0,1033,2024-01-01,
0,1034,2024-01-01,
0,1036,2024-01-01,
0,1042,2024-01-01,
0,1046,2024-01-01,
0,1048,2024-01-01,
0,1050,2024-01-01,
0,1051,2024-01-01,
0,1059,2024-01-01,
0,1062,2024-01-01,
0,1064,2024-01-01,
0,1066,2024-01-01,
0,1068,2024-01-01,
0,1071,2024-01-01,
0,1080,2024-01-01,
0,1100,2024-01-01,
0,1108,2024-01-01,
0,1109,2024-01-01,
0,1119,2024-01-01,
0,1121,2024-01-01,
0,1122,2024-01-01,
0,1127,2024-01-01,
0,1128,2024-01-01,
0,1134,2024-01-01,
0,1138,2024-01-01,
0,1140,2024-01-01,
0,1144,2024-01-01,
0,1146,2024-01-01,
0,1148,2024-01-01,
0,1154,2024-01-01,
0,1155,2024-01-01,
0,1157,2024-01-01,
0,1175,2024-01-01,
0,1176,2024-01-01,
0,1178,2024-01-01,
0,1179,2024-01-01,
0,1183,2024-01-01,
0,1186,2024-01-01,
0,1191,2024-01-01,
0,1195,2024-01-01,
0,1196,2024-01-01,
0,1200,2024-01-01,
0,1201,2024-01-01,
0,1206,2024-01-01,
0,1217,2024-01-01,
0,1219,2024-01-01,
0,1231,2024-01-01,
0,1232,2024-01-01,
0,1235,2024-01-01,
0,1239,2024-01-01,
0,1240,2024-01-01,
0,1241,2024-01-01,
0,1242,2024-01-01,
0,1243,2024-01-01,
0,1249,2024-01-01,
0,1253,2024-01-01,
0,1256,2024-01-01,
0,1257,2024-01-01,
0,1260,2024-01-01,
0,1264,2024-01-01,
0,1266,2024-01-01,
0,1269,2024-01-01,
0,1271,2024-01-01,
0,1275,2024-01-01,
0,1280,2024-01-01,
0,1281,2024-01-01,
0,1283,2024-01-01,
0,1285,2024-01-01,
0,1286,2024-01-01,
0,1288,2024-01-01,
0,1291,2024-01-01,
0,1293,2024-01-01,
0,1299,2024-01-01,
0,1300,2024-01-01,
0,1303,2024-01-01,
0,1307,2024-01-01,
0,1308,2024-01-01,
0,1313,2024-01-01,
0,1314,2024-01-01,
0,1317,2024-01-01,
0,1320,2024-01-01,
0,1323,2024-01-01,
0,1325,2024-01-01,
0,1326,2024-01-01,
0,1327,2024-01-01,
0,1328,2024-01-01,
0,1331,2024-01-01,
0,1334,2024-01-01,
0,1335,2024-01-01,
0,1343,2024-01-01,
0,1347,2024-01-01,
0,1348,2024-01-01,
0,1354,2024-01-01,
0,1358,2024-01-01,
0,1362,2024-01-01,
0,1366,2024-01-01,
0,1372,2024-01-01,
0,1374,2024-01-01,
0,1377,2024-01-01,
0,1378,2024-01-01,
0,1379,2024-01-01,
0,1386,2024-01-01,
0,1387,2024-01-01,
0,1390,2024-01-01,
0,1392,2024-01-01,
0,1401,2024-01-01,
0,1404,2024-01-01,
0,1405,2024-01-01,
0,1408,2024-01-01,
0,1409,2024-01-01,
0,1411,2024-01-01,
0,1421,2024-01-01,
0,1424,2024-01-01,
0,1426,2024-01-01,
0,1429,2024-01-01,
0,1431,2024-01-01,
0,1432,2024-01-01,
0,1443,2024-01-01,
0,1450,2024-01-01,
0,1460,2024-01-01,
0,1461,2024-01-01,
0,1469,2024-01-01,
0,1470,2024-01-01,
0,1474,2024-01-01,
0,1482,2024-01-01,
0,1483,2024-01-01,
0,1484,2024-01-01,
0,1487,2024-01-01,
0,1488,2024-01-01,
0,1491,2024-01-01,
0,1494,2024-01-01,
0,1496,2024-01-01,
0,1497,2024-01-01,
0,1503,2024-01-01,
0,1505,2024-01-01,
0,1508,2024-01-01,
0,1511,2024-01-01,
0,1513,2024-01-01,
0,1515,2024-01-01,
0,1518,2024-01-01,
0,1520,2024-01-01,
0,1521,2024-01-01,
0,1522,2024-01-01,
0,1524,2024-01-01,
0,1527,2024-01-01,
0,1531,2024-01-01,
0,1533,2024-01-01,
0,1536,2024-01-01,
0,1537,2024-01-01,
0,1540,2024-01-01,
0,1545,2024-01-01,
0,1546,2024-01-01,
0,1549,2024-01-01,
0,1550,2024-01-01,
0,1553,2024-01-01,
0,1557,2024-01-01,
0,1558,2024-01-01,
0,1565,2024-01-01,
0,1567,2024-01-01,
0,1568,2024-01-01,
0,1571,2024-01-01,
0,1572,2024-01-01,
0,1573,2024-01-01,
0,1574,2024-01-01,
0,1583,2024-01-01,
0,1584,2024-01-01,
0,1588,2024-01-01,
0,1597,2024-01-01,
0,1598,2024-01-01,
0,1601,2024-01-01,
0,1608,2024-01-01,
0,1613,2024-01-01,
0,1621,2024-01-01,
0,1624,2024-01-01,
0,1630,2024-01-01,
0,1631,2024-01-01,
0,1632,2024-01-01,
0,1645,2024-01-01,
0,1646,2024-01-01,
0,1653,2024-01-01,
0,1654,2024-01-01,
0,1658,2024-01-01,
0,1659,2024-01-01,
0,1661,2024-01-01,
0,1666,2024-01-01,
0,1670,2024-01-01,
0,1672,2024-01-01,
0,1676,2024-01-01,
0,1678,2024-01-01,
0,1687,2024-01-01,
0,1691,2024-01-01,
0,1692,2024-01-01,
0,1693,2024-01-01,
0,1695,2024-01-01,
0,1701,2024-01-01,
0,1702,2024-01-01,
0,1703,2024-01-01,
0,1704,2024-01-01,
0,1713,2024-01-01,
0,1717,2024-01-01,
0,1718,2024-01-01,
0,1725,2024-01-01,
0,1726,2024-01-01,
0,1735,2024-01-01,
0,1741,2024-01-01,
0,1743,2024-01-01,
0,1744,2024-01-01,
0,1746,2024-01-01,
0,1755,2024-01-01,
0,1756,2024-01-01,
0,1763,2024-01-01,
0,1766,2024-01-01,
0,1768,2024-01-01,
0,1782,2024-01-01,
0,1785,2024-01-01,
0,1792,2024-01-01,
0,1794,2024-01-01,
0,1796,2024-01-01,
0,1799,2024-01-01,
0,1800,2024-01-01,
0,1801,2024-01-01,
0,1803,2024-01-01,
0,1804,2024-01-01,
0,1806,2024-01-01,
0,1811,2024-01-01,
0,1815,2024-01-01,
0,1820,2024-01-01,
0,1823,2024-01-01,
0,1831,2024-01-01,
0,1833,2024-01-01,
0,1834,2024-01-01,
0,1836,2024-01-01,
0,1838,2024-01-01,
0,1839,2024-01-01,
0,1840,2024-01-01,
0,1845,2024-01-01,
0,1846,2024-01-01,
0,1849,2024-01-01,
0,1855,2024-01-01,
0,1857,2024-01-01,
0,1862,2024-01-01,
0,1863,2024-01-01,
0,1866,2024-01-01,
0,1867,2024-01-01,
0,1875,2024-01-01,
0,1877,2024-01-01,
0,1880,2024-01-01,
0,1882,2024-01-01,
0,1885,2024-01-01,
0,1888,2024-01-01,
0,1891,2024-01-01,
0,1892,2024-01-01,
0,1893,2024-01-01,
0,1895,2024-01-01,
0,1898,2024-01-01,
0,1899,2024-01-01,
0,1903,2024-01-01,
0,1905,2024-01-01,
0,1906,2024-01-01,
0,1911,2024-01-01,
0,1914,2024-01-01,
0,1917,2024-01-01,
0,1918,2024-01-01,
0,1919,2024-01-01,
0,1921,2024-01-01,
0,1922,2024-01-01,
0,1924,2024-01-01,
0,1926,2024-01-01,
0,1930,2024-01-01,
0,1931,2024-01-01,
0,1939,2024-01-01,
0,1940,2024-01-01,
0,1941,2024-01-01,
0,1942,2024-01-01,
0,1946,2024-01-01,
0,1948,2024-01-01,
0,1950,2024-01-01,
0,1951,2024-01-01,
0,1966,2024-01-01,
0,1970,2024-01-01,
0,1972,2024-01-01,
0,1979,2024-01-01,
0,1980,2024-01-01,
0,1990,2024-01-01,
0,1998,2024-01-01,
1,15,2024-01-01,
1,16,2024-01-01,
1,20,2024-01-01,
1,26,2024-01-01,
1,27,2024-01-01,
1,29,2024-01-01,
1,38,2024-01-01,
1,57,2024-01-01,
1,62,2024-01-01,
1,65,2024-01-01,
1,69,2024-01-01,
1,73,2024-01-01,
1,74,2024-01-01,
1,85,2024-01-01,
1,94,2024-01-01,
1,106,2024-01-01,
1,109,2024-01-01,
1,110,2024-01-01,
1,121,2024-01-01,
1,122,2024-01-01,
1,123,2024-01-01,
1,128,2024-01-01,
1,130,2024-01-01,
1,131,2024-01-01,
1,147,2024-01-01,
1,149,2024-01-01,
1,161,2024-01-01,
1,162,2024-01-01,
1,170,2024-01-01,
1,171,2024-01-01,
1,174,2024-01-01,
1,177,2024-01-01,
1,181,2024-01-01,
1,183,2024-01-01,
1,189,2024-01-01,
1,190,2024-01-01,
1,194,2024-01-01,
1,196,2024-01-01,
1,200,2024-01-01,
1,208,2024-01-01,
1,211,2024-01-01,
1,214,2024-01-01,
1,217,2024-01-01,
1,224,2024-01-01,
1,225,2024-01-01,
1,231,2024-01-01,
1,233,2024-01-01,
1,236,2024-01-01,
1,240,2024-01-01,
1,253,2024-01-01,
1,254,2024-01-01,
1,263,2024-01-01,
1,268,2024-01-01,
1,271,2024-01-01,
1,275,2024-01-01,
1,278,2024-01-01,
1,279,2024-01-01,
1,298,2024-01-01,
1,299,2024-01-01,
1,303,2024-01-01,
1,312,2024-01-01,
1,324,2024-01-01,
1,335,2024-01-01,
1,344,2024-01-01,
1,352,2024-01-01,
1,353,2024-01-01,
1,357,2024-01-01,
1,362,2024-01-01,
1,363,2024-01-01,
1,366,2024-01-01,
1,367,2024-01-01,
1,369,2024-01-01,
1,370,2024-01-01,
1,373,2024-01-01,
1,383,2024-01-01,
1,389,2024-01-01,
1,392,2024-01-01,
1,403,2024-01-01,
1,405,2024-01-01,
1,416,2024-01-01,
1,421,2024-01-01,
1,423,2024-01-01,
1,435,2024-01-01,
1,437,2024-01-01,
1,440,2024-01-01,
1,441,2024-01-01,
1,446,2024-01-01,
1,451,2024-01-01,
1,452,2024-01-01,
1,462,2024-01-01,
1,467,2024-01-01,
1,468,2024-01-01,
1,470,2024-01-01,
1,472,2024-01-01,
1,473,2024-01-01,
1,486,2024-01-01,
1,491,2024-01-01,
1,497,2024-01-01,
1,501,2024-01-01,
1,503,2024-01-01,
1,510,2024-01-01,
1,515,2024-01-01,
1,516,2024-01-01,
1,522,2024-01-01,
1,534,2024-01-01,
1,543,2024-01-01,
1,545,2024-01-01,
1,548,2024-01-01,
1,549,2024-01-01,
1,550,2024-01-01,
1,553,2024-01-01,
1,558,2024-01-01,
1,563,2024-01-01,
1,567,2024-01-01,
1,569,2024-01-01,
1,578,2024-01-01,
1,584,2024-01-01,
1,589,2024-01-01,
1,590,2024-01-01,
1,596,2024-01-01,
1,602,2024-01-01,
1,603,2024-01-01,
1,616,2024-01-01,
1,630,2024-01-01,
1,635,2024-01-01,
1,637,2024-01-01,
1,639,2024-01-01,
1,657,2024-01-01,
1,658,2024-01-01,
1,660,2024-01-01,
1,666,2024-01-01,
1,669,2024-01-01,
1,674,2024-01-01,
1,684,2024-01-01,
1,687,2024-01-01,
1,691,2024-01-01,
1,692,2024-01-01,
1,696,2024-01-01,
1,710,2024-01-01,
1,718,2024-01-01,
1,721,2024-01-01,
1,722,2024-01-01,
1,727,2024-01-01,
1,729,2024-01-01,
1,730,2024-01-01,
1,732,2024-01-01,
1,744,2024-01-01,
1,748,2024-01-01,
1,755,2024-01-01,
1,758,2024-01-01,
1,761,2024-01-01,
1,766,2024-01-01,
1,767,2024-01-01,
1,795,2024-01-01,
1,796,2024-01-01,
1,799,2024-01-01,
1,801,2024-01-01,
1,802,2024-01-01,
1,803,2024-01-01,
1,808,2024-01-01,
1,811,2024-01-01,
1,823,2024-01-01,
1,838,2024-01-01,
1,841,2024-01-01,
1,852,2024-01-01,
1,859,2024-01-01,
1,864,2024-01-01,
1,871,2024-01-01,
1,874,2024-01-01,
1,876,2024-01-01,
1,880,2024-01-01,
1,885,2024-01-01,
1,898,2024-01-01,
1,902,2024-01-01,
1,907,2024-01-01,
1,911,2024-01-01,
1,920,2024-01-01,
1,935,2024-01-01,
1,937,2024-01-01,
1,939,2024-01-01,
1,942,2024-01-01,
1,944,2024-01-01,
1,945,2024-01-01,
1,947,2024-01-01,
1,954,2024-01-01,
1,958,2024-01-01,
1,964,2024-01-01,
1,967,2024-01-01,
1,970,2024-01-01,
1,971,2024-01-01,
1,976,2024-01-01,
1,980,2024-01-01,
1,981,2024-01-01,
1,984,2024-01-01,
1,985,2024-01-01,
1,988,2024-01-01,
1,992,2024-01-01,
1,1011,2024-01-01,
1,1038,2024-01-01,
1,1040,2024-01-01,
1,1044,2024-01-01,
1,1053,2024-01-01,
1,1059,2024-01-01,
1,1068,2024-01-01,
1,1071,2024-01-01,
1,1072,2024-01-01,
1,1077,2024-01-01,
1,1080,2024-01-01,
1,1087,2024-01-01,
1,1091,2024-01-01,
1,1094,2024-01-01,
1,1097,2024-01-01,
1,1100,2024-01-01,
1,1111,2024-01-01,
1,1112,2024-01-01,
1,1121,2024-01-01,
1,1127,2024-01-01,
1,1128,2024-01-01,
1,1129,2024-01-01,
1,1134,2024-01-01,
1,1135,2024-01-01,
1,1141,2024-01-01,
1,1148,2024-01-01,
1,1149,2024-01-01,
1,1154,2024-01-01,
1,1156,2024-01-01,
1,1163,2024-01-01,
1,1168,2024-01-01,
1,1171,2024-01-01,
1,1174,2024-01-01,
1,1177,2024-01-01,
1,1180,2024-01-01,
1,1183,2024-01-01,
1,1185,2024-01-01,
1,1195,2024-01-01,
1,1207,2024-01-01,
1,1208,2024-01-01,
1,1212,2024-01-01,
1,1215,2024-01-01,
1,1216,2024-01-01,
1,1217,2024-01-01,
1,1220,2024-01-01,
1,1232,2024-01-01,
1,1236,2024-01-01,
1,1239,2024-01-01,
1,1242,2024-01-01,
1,1247,2024-01-01,
1,1250,2024-01-01,
1,1252,2024-01-01,
1,1261,2024-01-01,
1,1266,2024-01-01,
1,1271,2024-01-01,
1,1272,2024-01-01,
1,1279,2024-01-01,
1,1281,2024-01-01,
1,1288,2024-01-01,
1,1289,2024-01-01,
1,1293,2024-01-01,
1,1303,2024-01-01,
1,1304,2024-01-01,
1,1308,2024-01-01,
1,1311,2024-01-01,
1,1314,2024-01-01,
1,1317,2024-01-01,
1,1321,2024-01-01,
1,1322,2024-01-01,
1,1329,2024-01-01,
1,1332,2024-01-01,
1,1333,2024-01-01,
1,1338,2024-01-01,
1,1359,2024-01-01,
1,1362,2024-01-01,
1,1365,2024-01-01,
1,1371,2024-01-01,
1,1372,2024-01-01,
1,1374,2024-01-01,
1,1381,2024-01-01,
1,1383,2024-01-01,
1,1385,2024-01-01,
1,1386,2024-01-01,
1,1390,2024-01-01,
1,1393,2024-01-01,
1,1394,2024-01-01,
1,1402,2024-01-01,
1,1407,2024-01-01,
1,1411,2024-01-01,
1,1415,2024-01-01,
1,1425,2024-01-01,
1,1432,2024-01-01,
1,1435,2024-01-01,
1,1439,2024-01-01,
1,1453,2024-01-01,
1,1456,2024-01-01,
1,1459,2024-01-01,
1,1460,2024-01-01,
1,1462,2024-01-01,
1,1463,2024-01-01,
1,1465,2024-01-01,
1,1468,2024-01-01,
1,1472,2024-01-01,
1,1481,2024-01-01,
1,1485,2024-01-01,
1,1492,2024-01-01,
1,1493,2024-01-01,
1,1502,2024-01-01,
1,1506,2024-01-01,
1,1518,2024-01-01,
1,1519,2024-01-01,
1,1523,2024-01-01,
1,1525,2024-01-01,
1,1541,2024-01-01,
1,1544,2024-01-01,
1,1546,2024-01-01,
1,1549,2024-01-01,
1,1560,2024-01-01,
1,1565,2024-01-01,
1,1581,2024-01-01,
1,1584,2024-01-01,
1,1594,2024-01-01,
1,1613,2024-01-01,
1,1622,2024-01-01,
1,1635,2024-01-01,
1,1637,2024-01-01,
1,1643,2024-01-01,
1,1645,2024-01-01,
1,1648,2024-01-01,
1,1652,2024-01-01,
1,1653,2024-01-01,
1,1659,2024-01-01,
1,1660,2024-01-01,
1,1666,2024-01-01,
1,1671,2024-01-01,
1,1673,2024-01-01,
1,1686,2024-01-01,
1,1687,2024-01-01,
1,1689,2024-01-01,
1,1697,2024-01-01,
1,1699,2024-01-01,
1,1703,2024-01-01,
1,1711,2024-01-01,
1,1716,2024-01-01,
1,1722,2024-01-01,
1,1724,2024-01-01,
1,1733,2024-01-01,
1,1741,2024-01-01,
1,1742,2024-01-01,
1,1749,2024-01-01,
1,1750,2024-01-01,
1,1757,2024-01-01,
1,1762,2024-01-01,
1,1778,2024-01-01,
1,1783,2024-01-01,
1,1788,2024-01-01,
1,1789,2024-01-01,
1,1790,2024-01-01,
1,1796,2024-01-01,
1,1797,2024-01-01,
1,1802,2024-01-01,
1,1803,2024-01-01,
1,1805,2024-01-01,
1,1811,2024-01-01,
1,1813,2024-01-01,
1,1814,2024-01-01,
1,1819,2024-01-01,
1,1824,2024-01-01,
1,1828,2024-01-01,
1,1830,2024-01-01,
1,1831,2024-01-01,
1,1833,2024-01-01,
1,1835,2024-01-01,
1,1837,2024-01-01,
1,1840,2024-01-01,
1,1856,2024-01-01,
1,1857,2024-01-01,
1,1862,2024-01-01,
1,1863,2024-01-01,
1,1865,2024-01-01,
1,1877,2024-01-01,
1,1896,2024-01-01,
1,1900,2024-01-01,
1,1902,2024-01-01,
1,1915,2024-01-01,
1,1918,2024-01-01,
1,1921,2024-01-01,
1,1924,2024-01-01,
1,1946,2024-01-01,
1,1959,2024-01-01,
1,1961,2024-01-01,
1,1969,2024-01-01,
1,1974,2024-01-01,
1,1976,2024-01-01,
1,1980,2024-01-01,
1,1981,2024-01-01,
1,1985,2024-01-01,
1,1986,2024-01-01,
1,1987,2024-01-01,
1,1991,2024-01-01,
1,1996,2024-01-01,
1,1997,2024-01-01,
1,1999,2024-01-01,
2,1,2024-01-01,
2,4,2024-01-01,
2,5,2024-01-01,
2,11,2024-01-01,
2,12,2024-01-01,
2,13,2024-01-01,
2,14,2024-01-01,
2,17,2024-01-01,
2,20,2024-01-01,
2,22,2024-01-01,
2,24,2024-01-01,
2,26,2024-01-01,
2,34,2024-01-01,
2,39,2024-01-01,
2,41,2024-01-01,
2,42,2024-01-01,
2,45,2024-01-01,
2,49,2024-01-01,
2,52,2024-01-01,
2,53,2024-01-01,
2,61,2024-01-01,
2,68,2024-01-01,
2,73,2024-01-01,
2,76,2024-01-01,
2,82,2024-01-01,
2,86,2024-01-01,
2,89,2024-01-01,
2,91,2024-01-01,
2,92,2024-01-01,
2,94,2024-01-01,
2,98,2024-01-01,
2,99,2024-01-01,
2,102,2024-01-01,
2,107,2024-01-01,
2,109,2024-01-01,
2,111,2024-01-01,
2,116,2024-01-01,
2,119,2024-01-01,
2,139,2024-01-01,
2,140,2024-01-01,
2,142,2024-01-01,
2,145,2024-01-01,
2,146,2024-01-01,
2,154,2024-01-01,
2,158,2024-01-01,
2,161,2024-01-01,
2,164,2024-01-01,
2,165,2024-01-01,
2,166,2024-01-01,
2,167,2024-01-01,
2,170,2024-01-01,
2,171,2024-01-01,
2,178,2024-01-01,
2,182,2024-01-01,
2,185,2024-01-01,
2,186,2024-01-01,
2,194,2024-01-01,
2,195,2024-01-01,
2,197,2024-01-01,
2,208,2024-01-01,
2,211,2024-01-01,
2,213,2024-01-01,
2,214,2024-01-01,
2,227,2024-01-01,
2,229,2024-01-01,
2,234,2024-01-01,
2,236,2024-01-01,
2,240,2024-01-01,
2,242,2024-01-01,
2,246,2024-01-01,
2,248,2024-01-01,
2,249,2024-01-01,
2,250,2024-01-01,
2,251,2024-01-01,
2,254,2024-01-01,
2,255,2024-01-01,
2,256,2024-01-01,
2,258,2024-01-01,
2,261,2024-01-01,
2,269,2024-01-01,
2,270,2024-01-01,
2,271,2024-01-01,
2,276,2024-01-01,
2,278,2024-01-01,
2,279,2024-01-01,
2,280,2024-01-01,
2,283,2024-01-01,
2,285,2024-01-01,
2,287,2024-01-01,
2,292,2024-01-01,
2,295,2024-01-01,
2,298,2024-01-01,
2,299,2024-01-01,
2,300,2024-01-01,
2,303,2024-01-01,
2,306,2024-01-01,
2,309,2024-01-01,
2,315,2024-01-01,
2,318,2024-01-01,
2,321,2024-01-01,
2,322,2024-01-01,
2,328,2024-01-01,
2,331,2024-01-01,
2,336,2024-01-01,
2,339,2024-01-01,
2,343,2024-01-01,
2,352,2024-01-01,
2,357,2024-01-01,
2,362,2024-01-01,
2,370,2024-01-01,
2,374,2024-01-01,
2,376,2024-01-01,
2,377,2024-01-01,
2,378,2024-01-01,
2,383,2024-01-01,
2,384,2024-01-01,
2,391,2024-01-01,
2,392,2024-01-01,
2,394,2024-01-01,
2,395,2024-01-01,
